order_id,customer_id,order_date,promotion_id
282,592,2026-05-18 00:00:00,1
283,691,2026-02-28 00:00:00,2
284,422,2025-12-27 00:00:00,5
285,424,2025-11-09 00:00:00,4
286,706,2026-05-29 00:00:00,2
287,793,2026-01-17 00:00:00,3
288,566,2025-09-09 00:00:00,5
289,99,2025-12-22 00:00:00,3
290,231,2026-01-15 00:00:00,4
291,977,2026-05-25 00:00:00,4
292,734,2025-09-09 00:00:00,3
293,651,2026-02-17 00:00:00,3
294,901,2025-11-01 00:00:00,4
295,257,2025-11-25 00:00:00,2
296,189,2025-07-28 00:00:00,4
297,18,2026-06-11 00:00:00,3
298,600,2026-05-30 00:00:00,1
299,675,2025-11-20 00:00:00,1
300,790,2025-10-13 00:00:00,2
301,510,2026-03-15 00:00:00,3
302,427,2026-04-20 00:00:00,1
303,484,2025-10-25 00:00:00,1
304,206,2026-05-24 00:00:00,2
305,372,2025-11-27 00:00:00,4
306,709,2025-08-05 00:00:00,3
307,436,2025-11-11 00:00:00,2
308,722,2026-04-13 00:00:00,3
309,52,2025-06-22 00:00:00,1
310,555,2026-04-05 00:00:00,5
311,584,2026-06-21 00:00:00,2
312,682,2025-03-30 00:00:00,2
313,63,2026-03-19 00:00:00,4
314,478,2026-02-02 00:00:00,2
315,835,2026-04-28 00:00:00,2
316,714,2026-06-02 00:00:00,1
317,162,2025-12-31 00:00:00,2
318,316,2026-02-23 00:00:00,5
319,590,2026-03-29 00:00:00,3
320,13,2026-04-02 00:00:00,5
321,484,2026-04-06 00:00:00,5
322,365,2026-06-21 00:00:00,4
323,193,2025-07-03 00:00:00,1
324,717,2026-05-17 00:00:00,2
325,49,2026-02-25 00:00:00,1
326,673,2025-12-15 00:00:00,3
327,891,2026-01-06 00:00:00,2
328,918,2026-06-16 00:00:00,3
329,155,2026-03-16 00:00:00,5
330,544,2025-11-02 00:00:00,3
331,811,2026-04-21 00:00:00,3
332,183,2026-01-23 00:00:00,4
333,867,2026-02-06 00:00:00,1
334,19,2026-01-04 00:00:00,2
335,151,2025-07-02 00:00:00,1
336,61,2026-03-24 00:00:00,4
337,615,2026-05-25 00:00:00,2
338,542,2026-04-24 00:00:00,4
339,2,2025-05-03 00:00:00,5
340,726,2025-06-01 00:00:00,1
341,207,2025-03-08 00:00:00,1
342,714,2026-06-12 00:00:00,1
343,139,2026-07-01 00:00:00,3
344,677,2025-06-06 00:00:00,5
345,745,2025-07-28 00:00:00,5
346,328,2026-04-28 00:00:00,2
347,884,2026-03-06 00:00:00,1
348,364,2026-02-12 00:00:00,3
349,907,2026-05-04 00:00:00,1
350,737,2026-06-21 00:00:00,4
351,810,2025-12-26 00:00:00,3
352,570,2026-02-07 00:00:00,2
353,781,2026-05-04 00:00:00,5
354,476,2025-09-18 00:00:00,3
355,480,2026-04-09 00:00:00,2
356,371,2025-10-22 00:00:00,3
357,141,2026-05-03 00:00:00,1
358,243,2026-06-30 00:00:00,1
359,274,2025-09-27 00:00:00,3
360,946,2025-04-05 00:00:00,3
361,257,2026-05-16 00:00:00,2
362,711,2026-03-27 00:00:00,3
363,518,2026-04-29 00:00:00,1
364,124,2025-09-25 00:00:00,5
365,883,2026-04-10 00:00:00,2
366,178,2026-01-05 00:00:00,3
367,566,2025-11-11 00:00:00,3
368,295,2026-04-23 00:00:00,1
369,791,2026-03-18 00:00:00,1
370,316,2026-03-24 00:00:00,3
371,743,2026-02-17 00:00:00,4
372,454,2026-02-03 00:00:00,3
373,175,2025-10-28 00:00:00,4
374,930,2025-11-22 00:00:00,5
375,616,2026-05-06 00:00:00,1
376,312,2025-12-01 00:00:00,3
377,590,2026-01-30 00:00:00,1
378,839,2026-04-30 00:00:00,3
379,439,2026-06-18 00:00:00,1
380,630,2026-05-13 00:00:00,1
381,805,2025-05-28 00:00:00,4
382,158,2026-04-13 00:00:00,3
383,525,2025-12-29 00:00:00,1
384,786,2025-07-16 00:00:00,5
385,314,2025-11-16 00:00:00,4
386,895,2026-02-14 00:00:00,3
387,820,2025-04-16 00:00:00,1
388,192,2025-07-04 00:00:00,2
389,4,2026-06-12 00:00:00,1
390,39,2025-09-14 00:00:00,5
391,756,2025-11-05 00:00:00,4
392,298,2026-01-28 00:00:00,5
393,741,2025-04-25 00:00:00,5
394,96,2026-01-21 00:00:00,5
395,912,2026-05-04 00:00:00,1
396,880,2026-01-23 00:00:00,4
397,447,2026-04-21 00:00:00,1
398,401,2025-06-21 00:00:00,1
399,32,2026-05-04 00:00:00,5
400,567,2025-05-15 00:00:00,3
401,992,2025-09-12 00:00:00,5
402,985,2026-05-29 00:00:00,5
403,618,2026-03-21 00:00:00,5
404,356,2025-11-18 00:00:00,2
405,184,2025-12-14 00:00:00,5
406,741,2025-09-24 00:00:00,2
407,34,2026-02-04 00:00:00,2
408,856,2026-03-22 00:00:00,5
409,85,2026-05-02 00:00:00,3
410,314,2026-02-17 00:00:00,4
411,461,2026-05-01 00:00:00,5
412,367,2026-04-30 00:00:00,5
413,240,2026-02-17 00:00:00,1
414,150,2025-12-02 00:00:00,4
415,66,2026-05-30 00:00:00,4
416,751,2025-06-15 00:00:00,4
417,125,2025-12-26 00:00:00,3
418,125,2025-05-30 00:00:00,2
419,764,2026-01-31 00:00:00,5
420,389,2026-03-29 00:00:00,4
421,233,2026-02-20 00:00:00,1
422,478,2026-05-22 00:00:00,1
423,552,2026-05-06 00:00:00,5
424,318,2026-03-09 00:00:00,4
425,344,2026-04-07 00:00:00,1
426,419,2026-01-10 00:00:00,5
427,186,2025-11-23 00:00:00,3
428,636,2026-06-19 00:00:00,3
429,985,2026-02-28 00:00:00,5
430,433,2026-06-09 00:00:00,4
431,855,2026-01-20 00:00:00,2
432,228,2025-09-03 00:00:00,3
433,446,2025-07-21 00:00:00,1
434,535,2025-12-24 00:00:00,3
435,746,2026-03-31 00:00:00,1
436,367,2026-04-03 00:00:00,2
437,223,2026-05-24 00:00:00,3
438,301,2025-11-08 00:00:00,1
439,293,2026-04-07 00:00:00,1
440,119,2026-01-08 00:00:00,2
441,194,2026-06-12 00:00:00,2
442,348,2026-04-19 00:00:00,1
443,643,2026-04-04 00:00:00,4
444,263,2026-05-23 00:00:00,5
445,510,2026-06-21 00:00:00,3
446,380,2026-03-20 00:00:00,4
447,489,2025-05-17 00:00:00,2
448,173,2025-08-15 00:00:00,3
449,525,2025-05-18 00:00:00,5
450,768,2025-11-16 00:00:00,3
451,28,2026-06-25 00:00:00,1
452,845,2025-10-28 00:00:00,2
453,839,2026-02-21 00:00:00,4
454,300,2025-05-09 00:00:00,2
455,527,2025-12-27 00:00:00,2
456,52,2025-10-07 00:00:00,5
457,508,2026-03-26 00:00:00,4
458,469,2026-02-01 00:00:00,5
459,653,2026-02-21 00:00:00,5
460,744,2026-05-19 00:00:00,1
461,292,2026-06-20 00:00:00,2
462,610,2026-06-09 00:00:00,4
463,509,2025-06-02 00:00:00,1
464,676,2026-06-25 00:00:00,5
465,744,2026-04-15 00:00:00,1
466,109,2026-02-04 00:00:00,5
467,835,2026-03-29 00:00:00,2
468,405,2026-01-23 00:00:00,5
469,723,2025-06-14 00:00:00,2
470,752,2025-11-18 00:00:00,4
471,852,2026-04-19 00:00:00,5
472,56,2025-07-29 00:00:00,4
473,398,2026-03-05 00:00:00,4
474,729,2025-11-14 00:00:00,4
475,379,2026-06-19 00:00:00,1
476,964,2026-05-25 00:00:00,4
477,317,2026-04-19 00:00:00,1
478,844,2026-02-10 00:00:00,2
479,708,2026-05-08 00:00:00,2
480,794,2026-03-26 00:00:00,1
481,582,2026-06-12 00:00:00,2
482,205,2025-12-03 00:00:00,3
483,61,2026-03-26 00:00:00,3
484,865,2026-04-01 00:00:00,1
485,552,2026-06-09 00:00:00,5
486,999,2026-01-25 00:00:00,3
487,722,2026-03-21 00:00:00,2
488,12,2025-12-24 00:00:00,5
489,935,2026-01-04 00:00:00,4
490,502,2026-05-19 00:00:00,5
491,69,2026-05-28 00:00:00,1
492,709,2026-03-04 00:00:00,5
493,484,2025-11-26 00:00:00,1
494,42,2026-05-10 00:00:00,4
495,476,2026-04-09 00:00:00,3
496,59,2026-05-28 00:00:00,5
497,177,2026-06-08 00:00:00,1
498,735,2026-04-14 00:00:00,3
499,411,2025-08-09 00:00:00,5
500,796,2026-01-06 00:00:00,5
501,76,2026-05-30 00:00:00,5
502,365,2026-05-16 00:00:00,4
503,689,2025-07-09 00:00:00,3
504,848,2026-04-17 00:00:00,4
505,488,2025-05-07 00:00:00,1
506,571,2025-10-16 00:00:00,4
507,62,2025-03-27 00:00:00,1
508,562,2026-06-05 00:00:00,5
509,962,2026-05-28 00:00:00,4
510,851,2026-06-21 00:00:00,2
511,132,2026-04-02 00:00:00,1
512,640,2025-07-12 00:00:00,3
513,772,2026-01-12 00:00:00,4
514,119,2026-06-11 00:00:00,5
515,434,2026-04-03 00:00:00,3
516,120,2026-05-29 00:00:00,3
517,190,2025-09-17 00:00:00,3
518,932,2026-05-23 00:00:00,1
519,689,2025-03-15 00:00:00,3
520,622,2025-11-06 00:00:00,2
521,524,2026-01-07 00:00:00,4
522,97,2026-02-09 00:00:00,1
523,387,2025-10-06 00:00:00,1
524,402,2026-04-11 00:00:00,4
525,150,2025-11-11 00:00:00,4
526,555,2025-07-20 00:00:00,3
527,987,2025-07-14 00:00:00,4
528,741,2026-01-06 00:00:00,3
529,834,2026-06-09 00:00:00,4
530,392,2026-06-10 00:00:00,5
531,807,2026-05-27 00:00:00,2
532,142,2026-06-21 00:00:00,5
533,2,2025-03-19 00:00:00,3
534,558,2026-02-18 00:00:00,1
535,61,2026-05-13 00:00:00,5
536,271,2025-07-15 00:00:00,3
537,576,2026-06-29 00:00:00,4
538,682,2025-08-20 00:00:00,4
539,514,2025-11-04 00:00:00,3
540,563,2026-03-19 00:00:00,2
541,941,2025-12-31 00:00:00,4
542,820,2025-08-18 00:00:00,1
543,564,2026-01-01 00:00:00,5
544,822,2026-04-20 00:00:00,4
545,87,2026-01-05 00:00:00,2
546,567,2025-06-12 00:00:00,2
547,565,2025-08-30 00:00:00,3
548,690,2026-02-07 00:00:00,4
549,111,2026-03-14 00:00:00,4
550,898,2026-04-16 00:00:00,1
551,677,2025-12-11 00:00:00,3
552,138,2025-10-01 00:00:00,3
553,116,2025-02-24 00:00:00,5
554,577,2025-09-12 00:00:00,3
555,694,2026-02-16 00:00:00,1
556,328,2026-02-04 00:00:00,2
557,120,2026-02-18 00:00:00,4
558,884,2026-05-26 00:00:00,5
559,130,2026-05-16 00:00:00,4
560,861,2025-12-19 00:00:00,3
561,11,2026-04-26 00:00:00,1
562,723,2025-05-12 00:00:00,3
563,207,2026-06-02 00:00:00,5
564,165,2025-12-08 00:00:00,1
565,639,2025-04-13 00:00:00,4
566,367,2026-05-19 00:00:00,3
567,236,2026-06-23 00:00:00,3
568,643,2026-06-23 00:00:00,2
569,431,2026-05-02 00:00:00,3
570,443,2026-01-31 00:00:00,3
571,89,2026-05-27 00:00:00,4
572,777,2025-11-08 00:00:00,1
573,814,2026-06-03 00:00:00,1
574,450,2026-05-05 00:00:00,3
575,992,2025-07-09 00:00:00,5
576,787,2026-04-17 00:00:00,3
577,129,2026-01-03 00:00:00,2
578,477,2026-03-10 00:00:00,2
579,49,2026-01-09 00:00:00,5
580,225,2025-08-24 00:00:00,2
581,90,2026-01-24 00:00:00,2
582,478,2025-10-01 00:00:00,4
583,640,2025-07-01 00:00:00,3
584,635,2026-03-02 00:00:00,4
585,274,2025-11-23 00:00:00,4
586,97,2026-05-12 00:00:00,4
587,820,2025-05-30 00:00:00,4
588,444,2025-10-18 00:00:00,3
589,43,2026-06-09 00:00:00,5
590,813,2026-05-15 00:00:00,5
591,927,2025-08-31 00:00:00,2
592,867,2026-06-16 00:00:00,1
593,1000,2026-02-01 00:00:00,1
594,673,2025-08-20 00:00:00,4
595,571,2025-08-29 00:00:00,1
596,446,2025-03-10 00:00:00,3
597,253,2026-01-16 00:00:00,5
598,229,2026-02-08 00:00:00,1
599,103,2026-04-09 00:00:00,2
600,175,2026-02-17 00:00:00,1
601,745,2025-05-02 00:00:00,5
602,38,2026-01-08 00:00:00,2
603,534,2025-09-30 00:00:00,2
604,155,2026-01-28 00:00:00,4
605,448,2025-10-20 00:00:00,5
606,53,2025-03-22 00:00:00,1
607,808,2025-12-14 00:00:00,5
608,935,2025-11-08 00:00:00,3
609,168,2026-05-13 00:00:00,5
610,745,2026-02-15 00:00:00,1
611,947,2025-11-05 00:00:00,3
612,10,2025-11-15 00:00:00,5
613,965,2026-02-07 00:00:00,2
614,476,2025-12-12 00:00:00,5
615,249,2025-07-27 00:00:00,2
616,20,2026-06-06 00:00:00,4
617,461,2026-05-28 00:00:00,2
618,701,2026-05-12 00:00:00,3
619,319,2026-01-23 00:00:00,1
620,439,2025-09-14 00:00:00,4
621,308,2025-12-30 00:00:00,2
622,666,2026-03-10 00:00:00,2
623,356,2025-08-12 00:00:00,4
624,472,2026-04-12 00:00:00,4
625,517,2025-10-20 00:00:00,3
626,39,2025-11-15 00:00:00,3
627,425,2026-01-31 00:00:00,3
628,966,2025-09-04 00:00:00,2
629,332,2026-05-03 00:00:00,2
630,18,2026-03-21 00:00:00,3
631,200,2025-04-22 00:00:00,2
632,354,2026-01-30 00:00:00,1
633,27,2025-02-24 00:00:00,3
634,181,2026-05-01 00:00:00,4
635,217,2025-11-01 00:00:00,5
636,15,2026-04-06 00:00:00,2
637,335,2026-01-15 00:00:00,2
638,855,2025-09-11 00:00:00,1
639,386,2026-01-04 00:00:00,5
640,20,2026-05-06 00:00:00,2
641,694,2026-02-17 00:00:00,5
642,128,2025-11-22 00:00:00,4
643,795,2026-03-18 00:00:00,2
644,720,2025-08-26 00:00:00,3
645,207,2025-08-01 00:00:00,3
646,25,2026-03-25 00:00:00,3
647,119,2025-10-10 00:00:00,3
648,250,2026-05-08 00:00:00,3
649,725,2025-09-22 00:00:00,5
650,195,2025-12-26 00:00:00,4
651,549,2025-12-19 00:00:00,5
652,728,2026-01-04 00:00:00,3
653,682,2025-11-25 00:00:00,4
654,457,2025-09-17 00:00:00,2
655,812,2025-10-10 00:00:00,3
656,962,2026-03-10 00:00:00,3
657,99,2026-01-04 00:00:00,4
658,848,2026-06-28 00:00:00,5
659,723,2026-03-03 00:00:00,3
660,119,2026-02-02 00:00:00,4
661,444,2025-10-29 00:00:00,5
662,276,2025-09-16 00:00:00,3
663,743,2026-01-21 00:00:00,5
664,803,2026-01-05 00:00:00,5
665,176,2026-06-26 00:00:00,1
666,211,2025-12-26 00:00:00,1
667,457,2025-07-23 00:00:00,4
668,852,2025-11-13 00:00:00,2
669,739,2026-04-20 00:00:00,3
670,168,2026-02-15 00:00:00,1
671,240,2025-12-17 00:00:00,2
672,42,2025-10-14 00:00:00,3
673,885,2025-11-24 00:00:00,5
674,120,2026-04-25 00:00:00,4
675,305,2026-06-12 00:00:00,2
676,857,2025-11-30 00:00:00,2
677,662,2026-04-19 00:00:00,4
678,413,2026-06-04 00:00:00,1
679,691,2026-04-16 00:00:00,5
680,128,2026-06-05 00:00:00,5
681,114,2026-04-13 00:00:00,1
682,858,2026-01-11 00:00:00,1
683,738,2025-04-27 00:00:00,2
684,937,2026-05-13 00:00:00,5
685,968,2025-12-12 00:00:00,4
686,737,2026-05-20 00:00:00,4
687,298,2026-06-12 00:00:00,2
688,470,2026-05-29 00:00:00,2
689,221,2026-02-27 00:00:00,1
690,215,2025-07-26 00:00:00,2
691,525,2025-10-16 00:00:00,2
692,98,2025-09-23 00:00:00,5
693,469,2026-05-04 00:00:00,4
694,129,2025-11-26 00:00:00,1
695,64,2026-04-24 00:00:00,1
696,93,2026-06-06 00:00:00,3
697,5,2026-04-22 00:00:00,3
698,717,2025-11-04 00:00:00,3
699,991,2025-07-16 00:00:00,5
700,57,2026-02-25 00:00:00,3
701,630,2025-06-27 00:00:00,1
702,584,2025-12-11 00:00:00,2
703,217,2025-07-03 00:00:00,3
704,898,2025-10-18 00:00:00,2
705,137,2026-06-10 00:00:00,5
706,490,2026-04-02 00:00:00,3
707,265,2026-04-26 00:00:00,4
708,887,2026-01-09 00:00:00,2
709,197,2025-11-07 00:00:00,5
710,997,2026-06-19 00:00:00,5
711,861,2026-01-31 00:00:00,2
712,203,2025-05-11 00:00:00,5
713,379,2025-12-08 00:00:00,1
714,66,2026-06-23 00:00:00,2
715,794,2026-05-21 00:00:00,2
716,122,2026-05-02 00:00:00,1
717,999,2026-02-04 00:00:00,3
718,422,2026-03-19 00:00:00,4
719,797,2026-06-28 00:00:00,1
720,877,2026-06-03 00:00:00,2
721,458,2025-05-31 00:00:00,5
722,622,2025-07-23 00:00:00,5
723,333,2025-11-03 00:00:00,3
724,418,2026-03-06 00:00:00,4
725,750,2025-06-30 00:00:00,4
726,782,2025-05-27 00:00:00,2
727,984,2025-09-18 00:00:00,1
728,777,2026-04-25 00:00:00,4
729,165,2025-12-06 00:00:00,5
730,465,2026-05-06 00:00:00,3
731,945,2026-05-22 00:00:00,5
732,544,2025-11-06 00:00:00,4
733,425,2026-02-16 00:00:00,4
734,43,2026-04-27 00:00:00,4
